"expid","peakid","year","season","host","route1","route2","route3","route4","nation","leaders","sponsor","success1","success2","success3","success4","ascent1","ascent2","ascent3","ascent4","claimed","disputed","countries","approach","bcdate","smtdate","smttime","smtdays","totdays","termdate","termreason","termnote","highpoint","traverse","ski","parapente","camps","rope","totmembers","smtmembers","mdeaths","tothired","smthired","hdeaths","nohired","o2used","o2none","o2climb","o2descent","o2sleep","o2medical","o2taken","o2unkwn","othersmts","campsites","accidents","achievment","agency","comrte","stdrte","primrte","primmem","primref","primid"
"GLAC69101","GLAC","1969","1","1","SW side","","","","W Germany","Ludwig Greissl","","true","false","false","false","3rd-5th","","","","false","false","","","4/2/69","5/4/69","","32","0","  -   -","1","","7069","false","true","false","5","0","9","7","0","5","0","0","false","false","true","false","false","false","false","false","false","Attempted Annapurna I (ANN1-691-01); climbed Roc Noir (ROCN-691-01)","""BC(02/04,4300m),C1(09/04,5200m),C2(16/04,5900m),C3(22/04,6200m),C4(03/05,6500m),C5(07/05,7070m),Smt(04,09,18/05)""","","1st ski descent","","false","false","true","true","true","ANN169101"
"LEOE60101","LEOE","1960","1","1","SW Ridge","","","","Japan","Hisayaki Ito","All Japan Himalayan Expedition (Nagoya)","true","false","false","false","2nd","","","","false","false","","","4/18/60","5/10/60","","22","43","5/31/60","1","","6733","false","false","false","0","0","3","2","0","1","1","0","false","false","true","false","false","false","false","false","false","Climbed Bhairab Takura (BTAK-601-01); attempted Leonpo Gang (LEON-601-01)","""BC(18/04,4200m),Smt(10/05)""","","2nd ascent by 2 Japanese and 1 Sherpa","","false","false","false","true","true","LEON60101"
"LEOE61101","LEOE","1961","1","1","SW Ridge","","","","Japan","Tokujiro Kajimoto","All Japan Mountaineering Association Himalayan Expedition","true","false","false","false","3rd","","","","false","false","","","4/15/61","5/11/61","","26","39","5/24/61","1","","6733","false","false","false","4","0","2","2","0","4","4","0","false","false","true","false","false","false","false","false","false","Climbed Gumasi Peak; recon Leonpo Gang (LEON-611-01)","""BC(15/04,4200m),C1(17/04,4400m),C2(19/04,4900m),C3(24/04,5400m),C4(27/04,5800m),Smt(11/05)""","","","","false","false","false","true","true","LEON61101"
"HIME60101","HIME","1960","1","1","SW Face","","","","Japan","Jiro Yamada","Keio University Himalayan Expedition","true","false","false","false","""1st,2nd""","","","","false","false","","","4/19/60","5/24/60","1310","35","44","6/2/60","1","","7893","false","false","false","6","0","10","4","0","15","0","1","false","true","false","true","false","true","false","false","false","Climbed on Himalchuli West (HIMW-601-01)","""BC(19/04,4200m),C1(25/04,5180m),C2(01/05,5760m),C3(07/05,6300m),C4(19/05,6600m),C5(22/05,7000m),C6(23/05,7300m),Smt(24-25/05)""","1 Sherpa died in climbing accident","","","false","false","false","false","false",""
"HIMW60101","HIMW","1960","1","1","W Col","","","","Japan","Jiro Yamada","Keio University","false","false","false","false","","","","","false","false","","","4/19/60","5/24/60","","35","44","6/2/60","14","Climbed only to 7450m to film Himalchuli ascent team","7450","false","false","false","6","0","2","0","0","1","0","0","false","false","true","false","false","false","false","false","false","Climbed Himalchuli Main (HIME-601-01)","""BC(19/04,4200m),C1(25/04,5180m),C2(01/05,5760m),C3(07/05,6300m),C4(19/05,6600m),C5(22/05,7000m),C6(23/05,7300m),xxx(25/05,7450m)""","","Reached 7450m while climbing Main peak","","false","false","false","true","true","HIME60101"
"HIUP68301","HIUP","1968","3","1","","","","","USA","","","false","false","false","false","","","","","false","false","","","","","","0","0","  -   -","13","","0","false","false","false","0","0","0","0","0","0","0","0","false","false","true","false","false","false","false","false","false","","","","","","false","false","false","false","false",""
"HNKU64101","HNKU","1964","1","1","","","","","Japan","Hirotoshi Fukuda","Rikkio University","false","false","false","false","","","","","false","false","","Sherpani Col->Barun Plateau (ABC)","4/11/64","5/16/64","","35","41","5/22/64","10","","6500","false","false","false","1","0","3","0","0","3","0","0","false","false","true","false","false","false","false","false","false","Climbed Pethangtse (PETH-641-01); attempted Baruntse (BARU-641-01)","""BC(11/04,5150m),ABC(6100m),C1,xxx(16/05,6500m)""","","","","false","false","true","true","true","BARU64101"
"HONG62101","HONG","1962","1","1","NE Ridge from E","","","","Japan","Shijiro Ishizaka","Nihon University Mountaineering Club","true","false","false","false","1st","","","","false","false","","","5/6/62","5/8/62","","2","0","  -   -","1","","6556","false","false","false","1","0","4","3","0","5","2","0","false","false","true","false","false","false","false","false","false","""Climbed Dhampus (DHAM-621-01), Tongu (TONG-621-01) and Kangtokla (KTOK-621-01); attempted Churen Himal (CHUR-621-01); recon Dhaulagiri II""","""BC(06/05,5450m),ABC(07/05),Smt(08/05)""","","","","false","false","false","false","false",""
"JANU62101","JANU","1962","1","1","S Ridge","","","","France","Lionel Terray","","true","false","false","false","""1st,2nd""","","","","false","false","","Darjeeling->Tamar Valley->Ghunsa->Yamatari Glacier","3/18/62","4/27/62","1830","40","0","  -   -","1","","7711","false","false","false","6","0","12","9","0","30","2","0","false","false","true","false","false","false","false","false","false","","""BC(18/03,4450m),C1(26/03,4800m),C2(29/03,5200m),C3.ABC(05/04,6000m),C4(10/04,6400m),C5(15/04,6900m),C6(7350m),Smt(27-28/04)""","","","","false","false","false","false","false",""
"KABD64101","KABD","1964","1","3","","","","","India","Biswadeb Biswas","Sikkim Himalayan Expedition","false","false","false","false","1st claimed","","","","true","false","","","","","","0","0","  -   -","3","Success claimed","6660","false","false","false","0","0","0","0","0","0","0","0","false","false","true","false","false","false","false","false","false","","","","""1st ascent claimed, but not generally accepted""","","false","false","false","false","false",""
"KAG162101","KAG1","1962","1","1","N Face","","","","UK","Dorothea Gravina","","true","false","false","false","1st","","","","false","false","","Nepalganj->Jajarkot->Kaigaon","","5/23/62","1200","0","0","  -   -","1","","5978","false","false","false","0","0","6","4","0","7","3","0","false","false","true","false","false","false","false","false","false","""Climbed Lha Shamma (LHAS-621-01), Kagmara II, Kagmara III, Dawa's Peak, Twin Peak and Triangle Peak (all 1st ascents)""","Smt(23/05)","","","","false","false","false","true","true","LHAS62101"
"KAG166101","KAG1","1966","1","1","NW side","","","","Nepal","Harka Gurung","","false","false","false","false","","","","","false","false","","","5/8/66","5/8/66","","0","1","5/9/66","14","Abandoned at 5600m due to difficulty with climbing alone on the glacier","5600","false","false","false","0","0","1","0","0","0","0","0","true","false","true","false","false","false","false","false","false","","""xxx(08/85,5600m)""","","","","false","false","false","false","false",""
"KAND63301","KAND","1963","3","1","W Ridge","","","","Japan","Kazutoshi Nagasawa","Tokai University","false","false","false","false","","","","","false","false","","","9/7/63","9/13/63","","6","0","  -   -","10","","6500","false","false","false","0","0","3","0","0","2","0","0","false","false","true","false","false","false","false","false","false","","""BC(07/09),C1(09/09),C2(10/09),xxx(13/09,6500m?)""","","","","false","false","false","false","false",""
"KGUR65101","KGUR","1965","1","1","","","","","Iran","","","false","false","false","false","","","","","false","false","","","","","","0","0","  -   -","13","Success claimed (no details available)","6981","false","false","false","0","0","0","0","0","0","0","0","false","false","false","false","false","false","false","false","false","","","","","","false","false","false","false","false",""
"KOTA62101","KOTA","1962","1","3","SW Ridge-S Smt","","","","India","K. P. Rana","Indian Army Expedition","false","false","false","false","","","","","false","false","","","","5/26/62","","0","0","  -   -","2","Success only to South Summit (6038m)","6038","false","false","false","0","0","3","0","0","2","0","0","false","false","true","false","false","false","false","false","false","","""S-Smt(26/05,6038m)""","","1st ascent of South Summit","","false","false","false","false","false",""
"KOTA63301","KOTA","1963","3","3","SW Ridge-S Smt","","","","India","Ang Temba Sherpa","HMI Advanced Climbing Course","false","false","false","false","","","","","false","false","Nepal","","","","","0","0","  -   -","2","Success only to South Summit (6038m)","6038","false","false","false","0","0","0","0","0","0","0","0","false","false","true","false","false","false","false","false","false","","S-Smt(6038m)","","","","false","false","false","false","false",""
"KOTA66101","KOTA","1966","1","3","SE Face-SW Ridge-Cntrl Smt","","","","India","Pushpa Athavle","Indian Women's Expedition","false","false","false","false","","","","","false","false","","","4/8/66","4/18/66","1145","10","16","4/24/66","2","Successful only to Central Smt (6100m); ridge too sharp and ice-covered to proceed further","6100","false","false","false","2","0","6","0","0","4","0","0","false","false","true","false","false","false","false","false","false","","""BC(08/04,4660m),C1(13/04,5120m),C2(15/04,5730m),Cntrl-Smt(18/04,6100m)""","","1st ascent of Central Summit","","false","false","false","false","false",""
"LANG61101","LANG","1961","1","1","Lirung Glacier-E Ridge","","","","Japan","Kaichi Morimoto","Osaka City University","false","false","false","false","","","","","false","false","","","4/8/61","","","0","35","5/13/61","6","Abandoned after 2 members and 1 Sherpa killed by avalanche","6450","false","false","false","3","0","6","0","2","5","0","1","false","false","true","false","false","false","false","false","false","","""BC(08/04,4000m),C1(13/04,4200m),C2(16/04,5070m),C3(21/04,5600m),xxx(6450m)""","""Leader, 1 member and 1 Sherpa killed in avalanche""","","","false","false","false","false","false",""
"LEON60101","LEON","1960","1","1","E Ridge","","","","Japan","Hisayaki Ito","","false","false","false","false","","","","","false","false","","","4/18/60","5/7/60","","19","43","5/31/60","4","","6799","false","false","false","5","0","8","0","0","9","0","0","false","false","true","false","false","false","false","false","false","Climbed Leonpo Gang East (LEOE-601-01) and Bhairab Takura (BTAK-601-01)","""BC(18/04,4200m),C1(21/04,4500m),C2(23/04,5000m),C3(02/05,5500m),C4(06/05,6200m),C5(07/05,6799m),xxx""","","","","false","false","false","false","false",""
"LEON61101","LEON","1961","1","1","E Ridge","","","","Japan","Tokujiro Kajimoto","All Japan Mountaineering Association Himalayan Expedition","false","false","false","false","","","","","false","false","","","4/15/61","5/13/61","","28","39","5/24/61","4","Abandoned at 7050m due to bad weather and shortage of food in high camps","7050","false","false","false","6","0","13","0","0","13","0","0","false","false","true","false","false","false","false","false","false","""Climbed Leonpo Gang East (LEOE-611-01) and Gumasi Peak (May 13 by Nomura, Yamada, 2 Sherpas)""","""BC(15/04,4200m),C1(17/04,4400m),C2(19/04,4900m),C3(24/04,5400m),C4(27/04,5800m),C5(30/04,6100m),C6(10/05,6700m),Biv(12/05,6990m),xxx(13/05,7050m)""","","","","false","false","false","false","false",""
"LEON62101","LEON","1962","1","1","E Ridge from Phurbi Chyachumbu Glacier","","","","Japan","Akira Takahashi","All Japan Himalayan Expedition (Tokyo)","true","false","false","false","""1st,2nd""","","","","false","false","","","3/24/62","5/3/62","1403","40","54","5/17/62","1","","6979","false","false","false","7","0","8","7","0","9","0","0","false","false","true","false","false","false","false","false","false","","""BC(24/03,4075m),ABC(28/03,4450m),C1(4400m),C2(5020m),C3(10/04,5380m),C4(5640m),C5(5910m),C6(6450m),C7(6850m),Smt(03,05/05)""","","","","false","false","false","false","false",""
"LHAS62101","LHAS","1962","1","1","SW Ridge","","","","UK","Dorothea Gravina","","true","false","false","false","""1st,2nd""","","","","false","false","","Nepalganj->Jajarkot->Kaigaon","","5/14/62","930","0","0","  -   -","1","","6412","false","false","false","3","0","6","4","0","7","3","0","false","false","true","false","false","false","false","false","false","""Climbed Kagmara I (KAG1-621-01), Kagmara II, Kagmara III, Dawa's Peak, Twin Peak and Triangle Peak (all 1st ascents)""","""BC,C1(30/04),C2(03/05,5500m),C3(04/05,6100m),Smt(14-15/05)""","","","","false","false","false","false","false",""
"LHAS64301","LHAS","1964","3","1","W Ridge","","","","UK","John Baird Tyson","Mount Everest Foundation and Royal Geographical Society","false","false","false","false","","","","","false","false","","","","","","0","0","  -   -","4","Abandoned at 6250m due to snow falling","6250","false","false","false","0","0","5","0","0","3","0","0","false","false","true","false","false","false","false","false","false","Climbed Bhulu Lasa (1st ascent) (BHUL-643-01)","""BC(4200m),C1(5800m),xxx(6260m)""","","","","false","false","false","false","false",""
"LSHR60301","LSHR","1960","3","1","SE Ridge (recon)","","","","New Zealand","Edmund Hillary","Himalayan Scientific and Mountaineering Expedition","false","false","false","false","","","","","false","false","","Chhukung Valley","","","","0","0","  -   -","10","","6700","false","false","false","0","0","4","0","0","0","0","0","true","false","true","false","false","false","false","false","false","Climbed Ombigaichen (OMBG-603-01) and Island Peak (IMJA-603-01); climbed Ama Dablam (AMAD-611-01); attempted Makalu (MAKA-611-01)","""xxx(Nov,6700m)""","","","","false","false","false","true","true","MAKA61101"
"BTAK60101","BTAK","1960","1","1","S Ridge","","","","Japan","Hisayaki Ito","","true","false","false","false","1st","","","","false","false","","","4/18/60","5/7/60","","19","43","5/31/60","1","","6799","false","false","false","4","0","3","2","0","1","1","0","false","false","true","false","false","false","false","false","false","Climbed Leonpo Gang East (LEOE-601-01); attempted Leonpo Gang (LEON-601-01)","""BC(18/04,4200m),C1(21/04,4500m),C2(23/04,5000m),C3(02/05,5500m),C4(06/05,6200m),Smt(07/05)""","","1st ascent by 2 Japanese and 1 Sherpa","","false","false","false","true","true","LEON60101"
"MAKA61101","MAKA","1961","1","1","Makalu La-N Face","","","","New Zealand","Edmund Hillary","Himalayan Scientific and Mountaineering Expedition","false","false","false","false","","","","","false","false","""UK, USA""","","4/17/61","5/18/61","","31","0","  -   -","7","Abandoned at 8350m due to alititude sickness","8350","false","false","false","7","0","17","0","0","50","0","0","false","true","false","true","false","false","true","false","false","""Climbed Ombigaichen (OMBG-603-01) and Island Peak (IMJA-603-01), recon Lhotse Shar (LSHR-603-01) and Shartse (SHAR-603-01); climbed Ama Dablam (AMAD-611-01)""","""BC.C1(17/04,5180m),C2(5940m),C3(6475m),C4(01/05,7000m),C5(7450m),C6(7860m),C7(8230m),xxx(18/05,8350m)""","","","","false","false","false","false","false",""
"MAKA69101","MAKA","1969","1","1","S Col (recon)","","","","Japan","Masaji Matsuura","Japanese Alpine Club (Tokai section)","false","false","false","false","","","","","false","false","","Dharan->Sedua->Barun La->Barun Glacier (BC)","4/6/69","4/28/69","","22","33","5/9/69","12","Abandoned at 6650m (recon only)","6650","false","false","false","4","0","5","0","0","2","0","0","false","false","true","false","false","false","false","false","false","","""BC(06/04,4700m),C1(13/04,5000m),C2(17/04,5310m),C3(20/04,5780m),C4(25/04,6300m),xxx(28/04,6650m)""","","","","false","false","false","false","false",""
"MANN64301","MANN","1964","3","1","S Ridge","","","","Netherlands","Jan Boon","Royal Dutch Alpine Club","true","false","false","false","1st","","","","false","true","Austria","","10/17/64","10/25/64","1200","8","0","  -   -","1","","6994","false","false","false","0","0","5","3","0","6","2","0","false","false","true","false","false","false","false","false","false","Intended to climb Nemjung (NEMJ-643-01)","""BC(17/10,4250m),C1(19/10,5200m),C2(20/10),C3(22/10,6000m),C4(23/10,6400m),Smt(25/10)""","","","","false","false","false","false","false",""
"MARD62101","MARD","1962","1","1","NE Ridge","","","","UK","J. O. M. Roberts","","true","false","false","false","1st","","","","false","false","","","4/22/62","4/23/62","","1","1","4/23/62","1","","5553","false","false","false","1","0","1","1","0","2","2","0","false","false","true","false","false","false","false","false","false","","""C1(22/04,4630m),Smt(23/04)""","","","","false","false","false","false","false",""
"MARD67001","MARD","1967","0","1","","","","","UK","","Mountain Travel trekking group","false","false","false","false","2nd","","","","false","false","W Germany","","","","","0","0","  -   -","1","","5553","false","false","false","0","0","0","0","0","0","0","0","false","false","true","false","false","false","false","false","false","","","","","","false","false","false","false","false",""
"MERA62301","MERA","1962","3","1","NE Face","","","","Austria","Erwin Schneider","","true","false","false","false","2nd","","","","false","false","Switzerland","","","","","0","0","  -   -","1","","6470","false","false","false","0","0","2","2","0","0","0","0","false","false","true","false","false","false","false","false","false","","","","","","false","false","false","false","false",""
"MING61301","MING","1961","3","1","From Mera La","","","","UK","J. S. Keen","Royal Warwickshire Regiment","false","false","false","false","","","","","false","false","Nepal","Khumbu Valley->Mingbo La","11/24/61","11/28/61","","4","5","11/29/61","10","Abandoned at 5950m due to deep crevasse and no bridging equipment","5950","false","false","false","1","0","8","0","0","2","0","0","false","false","true","false","false","false","false","false","false","","""BC(24/11,4875m),ABC(27/11,5800m),xxx(28/11,5950m)""","","","","false","false","false","false","false",""
"NCHU62101","NCHU","1962","1","1","E Ridge-Border Ridge","","","","Japan","Sasuke Nakao","Northeast Nepal Scientific Research Exp - Osaka City Univ","true","false","false","false","1st-3rd","","","","false","false","","Darjeeling->Ilam->Kabeli Khola->Kangbachen (BC)","5/7/62","5/20/62","1100","13","0","  -   -","1","","6044","false","false","false","3","0","9","6","0","6","3","0","false","false","true","false","false","false","false","false","false","","""BC(07/05,4150m),ABC(11/05,4950m),C1(14/05,5600m),C2(18/05,6150m),C3(19/05,6750m),Smt(20-21/05)""","","","","false","false","false","false","false",""
"NGO265101","NGO2","1965","1","1","S Face-S Ridge","","","","Japan","Susumu Takahashi","Nepal Himalayan Academic Expedition of Meiji University","true","false","false","false","1st","","","","false","false","","Namche->Gokyo","3/22/65","4/24/65","1704","33","37","4/28/65","1","","7743","false","false","false","4","0","8","1","0","6","1","0","false","false","true","false","false","false","false","false","false","","""BC(22/03,5000m),C1(04/04,5700m),C2(10/04,6000m),C3(18/04,6500m),C4(22/04,6900m),Smt(24/04)""","","""Originally claimed ascent of Ngojumba Kang, but later realized they had climbed Ngojumba Kang II""","","false","false","false","false","false",""
"NILN62301","NILN","1962","3","1","N Face-W Ridge","","","","Netherlands","C. G. Egeler","","true","false","false","false","1st","","","","false","false","France","","10/6/62","10/19/62","","13","0","  -   -","1","","7061","false","false","false","3","0","10","4","0","10","1","0","false","false","true","false","false","false","false","false","false","","""BC(06/10,4000m),C1(07/10,5350m),C2(10/10,5850m),C3(18/10,6420m),Smt(19/10)""","","","","false","false","false","false","false",""
"NUPT61101","NUPT","1961","1","1","Central Ridge of S Face","","","","UK","Joseph Walmsley","","true","false","false","false","""1st,2nd""","","","","false","false","","Khumbu Valley","4/11/61","5/16/61","1615","35","43","5/24/61","1","","7864","false","false","false","8","0","9","4","0","6","2","0","false","false","true","false","false","false","false","false","false","","""BC(11/04,5180m),C1(13/04,5485m),C2(14/04,5800m),C3(15/04,6035m),C4A,C4B,C4(28/04,6300m),C5(06/05,6580m),C6(11/05,6860m),C7(13/05,7160m),C8(15/05,7250m),Smt(16-17/05)""","","","","false","false","false","false","false",""
"OMBK63301","OMBK","1963","3","1","","","","","Japan","Kenji Ishihara","Tokyo-Osaka University Joint Himalayan Expedition","true","false","false","false","1st of 2 peaks","","","","false","false","","Ghunsa->Walungchung Ghola->Umbak Himal","","","","0","0","  -   -","1","","6500","false","false","false","0","0","5","3","0","2","1","0","false","false","true","false","false","false","false","false","false","""Climbed Sharphu (SPHU-633-01), Tsisima (TSIS-633-01) and Syamdo Kangri (1st); attempted Drohmo (DROM-633-01), Talung (TLNG-633-01) and Merra (MERR-633-01)""","Smt(Dec)","","","","false","false","true","true","true","SPHU63301"
"PARC60301","PARC","1960","3","1","N Ridge","","","","France","Robert Sandoz","","true","false","false","false","2nd","","","","false","false","","","11/3/60","11/3/60","","0","0","11/3/60","1","","6279","false","false","false","0","0","6","2","0","1","1","0","false","false","true","false","false","false","false","false","false","""Climbed Pimu (PIMU-603-01), Linkhu Chuli II (LIK2-603-01) and Singkar; recon Chobuje (CHOB-603-01)""","Smt(03/11)","","","","false","false","false","true","true","LIK260301"
"PETH64101","PETH","1964","1","1","S side","","","","Japan","Hirotoshi Fukuda","Rikkio University","true","false","false","false","4th (or 5th)","","","","false","false","","Sherpani Col->Barun Plateau (ABC)","4/11/64","5/16/64","","35","41","5/22/64","1","","6739","false","false","false","1","0","3","2","0","2","2","0","false","false","true","false","false","false","false","false","false","Attempted Baruntse (BARU-641-01) and Hongku Chuli (Pyramid Peak) (HNKU-641-01)","""BC(11/04,5150m),ABC(6100m),C1,Smt(16/05)""","","","","false","false","true","true","true","BARU64101"
"PIMU60301","PIMU","1960","3","1","","","","","France","Robert Sandoz","","true","false","false","false","2nd","","","","false","false","","","10/6/60","10/30/60","","24","26","11/1/60","1","","6344","false","false","false","0","0","6","2","0","0","0","0","false","false","true","false","false","false","false","false","false","""Climbed Parchamo (PARC-603-01), Linkhu Chuli II (LIK2-603-01) and Singkar; recon Chobuje (CHOB-603-01)""","""BC(06/10),Smt(30/10)""","","","","false","false","false","true","true","LIK260301"
"PK2961101","PK29","1961","1","1","W side (recon)","","","","Japan","Gunji Shinoda","Osaka City University","false","false","false","false","","","","","false","false","","Pokhara->Marshyangdi Valley","4/30/61","","","0","30","5/30/61","12","","0","false","false","false","0","0","8","0","0","0","0","0","true","false","true","false","false","false","false","false","false","","BC(30/04)","","","","false","false","false","false","false",""
"OMBG60301","OMBG","1960","3","1","NW Ridge","","","","New Zealand","Edmund Hillary","Himalayan Scientific and Mountaineering Expedition","true","false","false","false","""1st,2nd""","","","","false","false","UK","","","11/18/60","","0","0","  -   -","1","","6340","false","false","false","0","0","3","2","0","2","2","0","false","false","true","false","false","false","false","false","false","""Climbed Island Peak (IMJA-603-01), recon Lhotse Shar (LSHR-603-01) and Shartse (SHAR-603-01); climbed Ama Dablam (AMAD-611-01), attempted Makalu (MAKA-611-01)""","""BC(5800m),Smt(18,22/11)""","","","","false","false","false","true","true","MAKA61101"
"PUMO62101","PUMO","1962","1","1","NE Ridge","","","","W Germany","Gerhard Lenser","","true","false","false","false","1st","","","","false","false","Switzerland","","4/4/62","5/17/62","1100","43","49","5/23/62","1","","7138","false","false","false","5","0","4","4","0","4","0","0","false","false","true","false","false","false","false","false","false","","""BC(04/04,5300m),C1(5500m),C2(6050m),C3(6220m),C4(14/05,6425m),C5(16/05,6650m),Smt(17/05)""","","","","false","false","false","false","false",""
"RATH64301","RATH","1964","3","1","W Face from Yalung Glacier","","","","India","B. S. Jaswal","","true","false","false","false","""1st,2nd""","","","","false","false","","From Darjeeling","10/21/64","10/29/64","1315","8","0","  -   -","1","","6682","false","false","false","0","0","28","11","0","14","0","0","false","false","true","false","false","false","false","false","false","","""BC(21/10,4572m),C1(23/10,5200m),C2(28/10,6250m),Smt(29-30/10)""","","","","false","false","false","false","false",""
"ROCN69101","ROCN","1969","1","1","Glacier Dome-E Ridge","","","","W Germany","Ludwig Greissl","","true","false","false","false","""1st,2nd""","","","","false","false","","","4/2/69","5/9/69","","37","0","  -   -","1","","7485","false","false","false","0","0","9","5","0","5","0","0","false","false","true","false","false","false","false","true","false","Attempted Annapurna I (ANN1-691-01); climbed Glacier Dome (GLAC-691-01)","""BC(02/04,4300m),C1(09/04,5200m),C2(16/04,5900m),C3(22/04,6200m),C4(03/05,6500m),C5(07/05,7070m),C6(11/05,7250m),Smt(09,18/05)""","","","","false","false","true","true","true","ANN169101"
"TAWO63101","TAWO","1963","1","1","E Face","","","","New Zealand","Edmund Hillary","Himalayan Schoolhouse Expedition","false","false","false","false","","","","","false","false","USA","","4/13/63","5/7/63","","24","0","  -   -","10","Abandoned at 6450m due to difficult corniced ridge","6450","false","false","false","0","0","4","0","0","1","0","0","false","false","true","false","false","false","false","false","false","Climbed Kangtega (KTEG-631-01)","""BC(13/04,4875m),C1(15/04,5500m),C2(05/05,6100m),xxx(07/05,6450m)""","","","","false","false","true","true","true","KTEG63101"
"THAR64301","THAR","1964","3","1","From S Annapurna Glacier","","","","Japan","Haruo Higuchi","Kyoto University Alpine Club","true","false","false","false","1st","","","","false","false","","","9/15/64","10/23/64","1400","38","46","10/31/64","1","","5663","false","false","false","0","0","3","2","0","0","0","0","true","false","true","false","false","false","false","false","false","""Climbed Annapurna South (ANNS-643-10) and Annapurna South (Central Peak 1st,2nd ascents)""","""BC(15/09,4000m),Smt(23/10)""","","","","false","false","true","true","true","ANNS64301"
"THAR65101","THAR","1965","1","1","NW Ridge","","","","W Germany","Guenter Hauser","German Alpine Association","true","false","false","false","2nd","","","","false","false","","","4/6/65","5/24/65","","48","58","6/3/65","1","","5663","false","false","false","2","0","2","2","0","1","1","0","false","false","true","false","false","false","false","false","false","Climbed Gangapurna (GANG-651-01) and Glacier Dome (GLAC-651-01); permit for Annapurna I (ANN1-651-01)","""BC(06/04,3750m),C1(19/05,4550m),C2(23/05,5400m),Smt(24/05)""","","","","false","false","true","true","true","GANG65101"
"TILI65301","TILI","1965","3","1","Reconnaissance","","","","Japan","Yoshimi Yakushi","","false","false","false","false","","","","","false","false","","Pokhara->Tukuche->Jomosomba->West Tilicho La","10/11/65","10/11/65","","0","19","10/30/65","12","","4850","false","false","false","0","0","3","0","0","0","0","0","true","false","true","false","false","false","false","false","false","","""BC(11/10,4850m)""","","","","false","false","false","false","false",""
"TLNG61101","TLNG","1961","1","1","Reconnaissance","","","","UK","R. O. Lee","","false","false","false","false","","","","","false","false","","","","","","0","0","  -   -","12","","0","false","false","false","0","0","0","0","0","0","0","0","true","false","true","false","false","false","false","false","false","","","","","","false","false","false","false","false",""
"TLNG63301","TLNG","1963","3","1","","","","","Japan","Kenji Ishihara","Tokyo-Osaka University Joint Himalayan Expedition","false","false","false","false","","","","","false","false","","Kangbachen BC->Ghunsa BC","10/28/63","","","0","23","11/20/63","14","Termination reason unknown","7250","false","false","false","0","0","3","0","0","1","0","0","false","false","true","false","false","false","false","false","false","""Climbed Sharphu (SPHU-633-01), Tsisima (TSIS-633-01) and Syamdo Kangri (1st); attempted Drohmo (DROM-633-01) and Merra (MERR-633-01); climbed 2 Tibetan peaks in Ombak Himal (OMBK-633-01)""","""BC(28/10,3800m),xxx(7250m)""","","","","false","false","true","true","true","SPHU63301"
"TONG62101","TONG","1962","1","1","SW Ridge from E","","","","Japan","Shijiro Ishizaka","Nihon University","true","false","false","false","2nd","","","","false","false","","","5/6/62","5/9/62","","3","0","  -   -","1","","6187","false","false","false","0","0","4","4","0","5","0","0","false","false","true","false","false","false","false","false","false","""Climbed Hongde (HONG-621-01), Dhampus (DHAM-621-01) and Kangtokla (KTOK-621-01); attempted Churen Himal (CHUR-621-01); recon Dhaulagiri II""","""BC(06/05,5450m),ABC(07/05),Smt(09/05)""","","","","false","false","false","true","true","HONG62101"
"URKM64101","URKM","1964","1","1","S Face","","","","Japan","Takeo Suzuki","Osaka City University Himalayan Expedition","true","false","false","false","1st","","","","false","false","","","","5/5/64","","0","0","  -   -","1","","6143","false","false","false","0","0","4","3","0","2","1","0","false","false","true","false","false","false","false","false","false","""Attempted Langtang Lirung (LANG-641-01), climbed Bhemdang Ri (BHEM-641-01)""","Smt(05/05)","","","","false","false","true","false","true","LANG64101"
"MERR63301","MERR","1963","3","1","SW Ridge","","","","Japan","Kenji Ishihara","Tokyo-Osaka University Joint Himalayan Expedition","false","false","false","false","","","","","false","false","","Kangbachen BC->Ghunsa BC","10/28/63","","","0","23","11/20/63","10","","6100","false","false","false","0","0","3","0","0","1","0","0","false","false","true","false","false","false","false","false","false","""Climbed Sharphu (SPHU-633-01), Tsisima (TSIS-633-01) and Syamdo Kangri (1st); attempted Drohmo (DROM-633-01) and Talung (TLNG-633-01); climbed 2 Tibetan peaks in Ombak Himal (OMBK-633-01)""","""BC(28/10,3800m),xxx(Nov,6100m)""","","","","false","false","true","true","true","SPHU63301"
"YALU65101","YALU","1965","1","1","","","","","Japan","","","false","false","false","false","","","","","false","false","","","","","","0","0","  -   -","12","Permit canceled by HMG under pressure from India","0","false","false","false","0","0","0","0","0","0","0","0","true","false","true","false","false","false","false","false","false","","","","","","false","false","false","false","false",""
"YALU67101","YALU","1967","1","1","Yalung Glacier (recon)","","","","Japan","","","false","false","false","false","","","","","false","false","","","","","","0","0","  -   -","12","","0","false","false","false","0","0","0","0","0","0","0","0","true","false","true","false","false","false","false","false","false","","","","","","false","false","false","false","false",""
"IMJA60301","IMJA","1960","3","1","","","","","New Zealand","Edmund Hillary","Himalayan Scientific and Mountaineering Expedition","true","false","false","false","3rd","","","","false","false","","","","","","0","0","  -   -","1","","6165","false","false","false","0","0","2","1","0","1","1","0","false","false","true","false","false","false","false","false","false","""Climbed Ombigaichen (OMBG-603-01), recon Lhotse Shar (LSHR-603-01) and Shartse (SHAR-603-01); climbed Ama Dablam (AMAD-611-01); attempted Makalu (MAKA-611-01)""","Smt(Nov)","","","","false","false","false","true","true","MAKA61101"
